stock_id dt open high low close volume
5	2020-10-01 07:05:00	24.60000000000000142108547152020037174224853515625	24.60000000000000142108547152020037174224853515625	24.60000000000000142108547152020037174224853515625	24.60000000000000142108547152020037174224853515625	100
5	2020-10-01 07:55:00	24.339999999999999857891452847979962825775146484375	24.60000000000000142108547152020037174224853515625	24.339999999999999857891452847979962825775146484375	24.60000000000000142108547152020037174224853515625	200
5	2020-10-01 09:45:00	24	24.300000000000000710542735760100185871124267578125	24	24.300000000000000710542735760100185871124267578125	1301
5	2020-10-01 12:00:00	24.449999999999999289457264239899814128875732421875	24.449999999999999289457264239899814128875732421875	24.449999999999999289457264239899814128875732421875	24.449999999999999289457264239899814128875732421875	203
5	2020-10-01 12:55:00	24.339999999999999857891452847979962825775146484375	24.5799999999999982946974341757595539093017578125	24.25	24.5799999999999982946974341757595539093017578125	1000
5	2020-10-02 07:15:00	24.5799999999999982946974341757595539093017578125	24.5799999999999982946974341757595539093017578125	24.5799999999999982946974341757595539093017578125	24.5799999999999982946974341757595539093017578125	200
5	2020-10-02 07:25:00	24.60000000000000142108547152020037174224853515625	24.60000000000000142108547152020037174224853515625	24.60000000000000142108547152020037174224853515625	24.60000000000000142108547152020037174224853515625	282
5	2020-10-02 07:30:00	24.60000000000000142108547152020037174224853515625	24.64999999999999857891452847979962825775146484375	24.60000000000000142108547152020037174224853515625	24.64999999999999857891452847979962825775146484375	1000
5	2020-10-02 08:25:00	24.589999999999999857891452847979962825775146484375	24.589999999999999857891452847979962825775146484375	24.5799999999999982946974341757595539093017578125	24.5799999999999982946974341757595539093017578125	666
5	2020-10-02 08:30:00	24.5799999999999982946974341757595539093017578125	24.5799999999999982946974341757595539093017578125	24.5799999999999982946974341757595539093017578125	24.5799999999999982946974341757595539093017578125	142
